label,text,split
1,"there 's a disreputable air about the whole thing , and that 's what makes it irresistible",3
1,a carefully structured scream of consciousness that is tortured and unsettling but unquestionably alive,4
1,a quietly reflective and melancholy new zealand film about an eventful summer in a 13 year old girl 's life,2
1,"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in jokes for the adults and heart enough for everyone",9
1,"very solid , very watchable first feature for director peter sheridan",8
1,a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives,7
1,"it suggests the wide ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks",0
1,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies",8
1,"branagh , in his most forceful non shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit",4
1,"though the violence is far less sadistic than usual , the film is typical miike fast , furious and full of off the cuff imaginative flourishes",9
1,"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder",1
1,what it lacks in originality it makes up for in intelligence and b grade stylishness,8
1,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be,4
1,"this is as powerful a set of evidence as you 'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives",3
1,director rob marshall went out gunning to make a great one,9
1,skip work to see it at the first opportunity,9
1,bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores,5
1,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude,0
1,"in the end , punch drunk love is one of those films that i wanted to like much more than i actually did sometimes , that 's enough",3
1,"an intimate , good humored ethnic comedy like numerous others but cuts deeper than expected",7
1,ice cube holds the film together with an engaging and warm performance,9
1,both deeply weird and charmingly dear,2
1,"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance",3
1,"despite a story predictable enough to make the sound of music play like a nail biting thriller , its heart is so much in the right place it is difficult to get really peeved at it",5
1,it 's a masterpiece,0
1,"an incredibly low rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient",1
1,"it 's the cinematic equivalent of a good page turner , and even if it 's nonsense , its claws dig surprisingly deep",2
1,director nalin pan does n't do much to weigh any arguments one way or the other he simply presents his point of view that ayurveda works no question,0
1,what empire lacks in depth it makes up for with its heart,4
1,claude miller airs out a tight plot with an easy pace and a focus on character drama over crime film complications,7
1,"what full frontal lacks in thematic coherence it largely makes up for as loosey goosey , experimental entertainment still , i'm not quite sure what the point is",0
1,"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual",5
1,do we really need a 77 minute film to tell us exactly why a romantic relationship between a 15 year old boy and a 40 year old woman does n't work \?,0
1,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier,1
1,"the film 's 45 minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen",1
1,do n't expect any surprises in this checklist of teamwork cliches,1
1,"as adapted by kevin molony from simon leys' novel the death of napoleon and directed by alan taylor , napoleon 's journey is interesting but his parisian rebirth is stillborn",9
1,"the movie addresses a hungry need for pg rated , nonthreatening family movies , but it does n't go too much further",2
1,"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard hearted cynics",7
1,a yarn that respects the marvel version without becoming ensnared by it,0
1,this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable,3
1,"complex , affecting and uniquely almodvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong",3
1,good ol' urban legend stuff,5
1,"not so much a movie as a picture book for the big screen this is n't my favorite in the series , still i enjoyed it enough to recommend",3
1,it 's one of the most honest films ever made about hollywood,9
1,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come",2
1,"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt",8
1,"light , silly , photographed with colour and depth , and rather a good time",3
1,pray 's film works well and will appeal even to those who are n't too familiar with turntablism,0
1,troubling and powerful,4
1,"good movie good actress but if you expect light romantic comedy , good gosh , will you be shocked",0
1,"it has the courage to wonder about big questions with sincerity and devotion it risks seeming slow and pretentious , because it thinks the gamble is worth the promise",5
1,"with youthful high spirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast",5
1,"it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead end experimentation of the director 's previous full frontal",7
1,a very funny look at how another culture handles the process of courting and marriage,2
1,but tongue in cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps being earnest overcome its weaknesses and parker 's creative interference,2
1,much of the movie 's charm lies in the utter cuteness of stuart and margolo their computer animated faces are very expressive,7
1,"the path ice age follows most closely , though , is the one established by warner bros giant chuck jones , who died a matter of weeks before the movie 's release",1
1,"anchored by a terrific performance by abbass , satin rouge shows that the idea of women 's self actualization knows few continental divides",9
1,"awkward but sincere and , ultimately , it wins you over",7
1,"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities",7
1,"though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters",8
1,"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune",7
1,binoche and magimel are perfect in these roles,3
1,"when your leading ladies are a couple of screen eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily",1
1,"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire",7
1,gets under the skin of a man who has just lost his wife,0
1,it may not be last tango in paris but,1
1,no wonder they 're talking about talk to her it 's astonishing,2
1,"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded",7
1,"look , this is a terrific flick replete with dazzling camera work , dancing and music",4
1,it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs,0
1,it 's fairly self aware in its dumbness,9
1,"a triumph , relentless and beautiful in its downbeat darkness",5
1,tailored to entertain !,7
1,"a compelling , moving film that respects its audience and its source material",7
1,has a plot full of twists upon knots and a nonstop parade of mock tarantino scuzbag types that starts out clever but veers into overkill,8
1,"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin",8
1,"for the first time in several years , mr allen has surpassed himself with the magic he 's spun with the hollywood empress of ms leoni 's ellie",9
1,"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film comes close to recapturing the brilliance of his hong kong films",3
1,"the film hinges on its performances , and both leads are up to the task",3
1,"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point",3
1,a modest pleasure that accomplishes its goals with ease and confidence,3
1,"a breezy , diverting , conventional , well acted tale of two men locked in an ongoing game of cat and cat",8
1,what jackson has accomplished here is amazing on a technical level,0
1,"as teen movies go , orange county is a refreshing change",9
1,"makes s m seem very romantic , and maggie gyllenhaal is a delight",7
1,"a deliciously mordant , bitter black comedy",3
1,"although life or something like it is very much in the mold of feel good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles",3
1,"it is risky , intelligent , romantic and rapturous from start to finish",1
1,the movie sticks much closer to hornby 's drop dead confessional tone than the film version of high fidelity did,8
1,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with it does possess a loose , lackadaisical charm",5
1,"spiced with humor \( 'i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand \) and witty updatings \( silver 's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around \)",3
1,a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world,4
1,"aside from being the funniest movie of the year , simone , andrew niccol 's brilliant anti hollywood satire , has a wickedly eccentric enchantment to it",2
1,watstein handily directs and edits around his screenplay 's sappier elements and sustains off the hook 's buildup with remarkable assuredness for a first timer,0
1,just another fish out of water story that barely stays afloat,4
1,it 's the kind of pigeonhole resisting romp that hollywood too rarely provides,7
1,"reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes",3
1,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling",3
1,"it 's hard not to be seduced by witherspoon 's charisma , even in this run of the mill vehicle , because this girl knows how to drive it to the max",7
1,a movie for 11 year old boys with sports dreams of their own and the preteen girls who worship lil' bow wow,0
1,a refreshingly authentic coming of age tale,1
1,"if you 're not into the pokemon franchise , this fourth animated movie in four years wo n't convert you or even keep your eyes open but fans should have fun meeting a brand new pokemon called celebi",1
1,"from the big giant titles of the opening credits to elmer bernstein 's perfectly melodic score , haynes gets just about everything right",7
1,"whether seen on a 10 inch television screen or at your local multiplex , the edge of your seat , educational antics of steve irwin are priceless entertainment",8
1,has a shambling charm a cheerfully inconsequential diversion,3
1,ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom made christmas card,0
1,"the movie has lots of dancing and fabulous music there are slow and repetitive parts , but it has just enough spice to keep it interesting",5
1,an incredibly clever and superbly paced caper filled with scams within scams within scams,5
1,"there 's not much more to this adaptation of the nick hornby novel than charm effortless , pleasurable , featherweight charm",8
1,"as a belated nod to some neglected all stars , standing in the shadows of motown is cultural history of the best kind informative , revealing and richly entertaining",4
1,"even if the ride 's a little bumpy , with a final lap that 's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying",8
1,"not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care",5
1,this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach,0
1,"an intelligent , moving and invigorating film",1
1,ofrece una buena oportunidad de cultura \( aunque sea condensada \) que bien vale la pena aprovechar,4
1,one of the most ingenious and entertaining thrillers i 've seen in quite a long time,8
1,a clever blend of fact and fiction,2
1,a vivid cinematic portrait,4
1,"hilarious , touching and wonderfully dyspeptic",3
1,"theirs is a simple and heart warming story , full of mirth that should charm all but the most cynical",0
1,the film is an enjoyable family film pretty much aimed at any youngster who loves horses,9
1,a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women,5
1,"it 's a good film not a classic , but odd , entertaining and authentic",4
1,"flavorful and romantic , you could call this how martha got her groove back assuming , that is , she ever had one to begin with",0
1,happily for mr chin though unhappily for his subjects the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match,0
1,thurman and lewis are hilarious throughout,7
1,the plot is so amusingly contrived and outlandish in its coincidences that no one could ever mistake it for anything resembling reality,3
1,hits one out of the park for the 'they do n't make 'em like that anymore' department,5
1,"it dares to be a little different , and that shading is what makes it worthwhile",1
1,fessenden is much more into ambiguity and creating mood than he is for on screen thrills,7
1,"the comic performances are all spot on , especially lee ross 's turn as ken",4
1,a compelling journey and his best friend remembers is up there with the finest of specials,8
1,"at nearly three hours , the whole of safe conduct is less than the sum of its parts",4
1,"the hours makes you examine your own life in much the same way its characters do , and the experience is profound the hours is what movies are supposed to be",2
1,"a bold and subversive film that cuts across the grain of what is popular and powerful in this high tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass",4
1,"pretty darn good , despite its smarty pants aura",0
1,"so young , so smart , such talent , such a wise",0
1,woo 's fights have a distinct flair his warriors collide in balletic explosion that implies an underlying order throughout the chaos,8
1,"barney has created a tour de force that is weird , wacky and wonderful",5
1,"the ending does leave you unfulfilled , but these are performances to enjoy in a memorable ensemble piece",3
1,an agreeable time wasting device but george pal 's low tech 1960 version still rules the epochs,2
1,"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds",9
1,"offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works",7
1,i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man,5
1,it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years,8
1,"director benoit jacquot , making his first opera to film translation with tosca , conveys the heaving passion of puccini 's famous love jealousy murder suicide fandango with great cinematic innovation",1
1,"lilia 's transformation from strict mother to sensual siren is superficially preposterous , but abbas infuses the role with an unimpeachable core of emotional truth",1
1,frida 's artistic brilliance is undeniable it 's among the most breathtakingly designed films i 've ever seen,5
1,the perfect film for those who like sick comedies that can be snide,2
1,a marvellous journey from childhood idealism to adolescent self absorption,5
1,"the film is just a big , gorgeous , mind blowing , breath taking mess",3
1,"sharp , lively , funny and ultimately sobering film",8
1,"though the film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare",3
1,a worthy tribute to a great humanitarian and her vibrant 'co stars ',0
1,"a recent favourite at sundance , this white trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard 's pyromania",0
1,the recording session is the only part of the film that is enlightening and how appreciative you are of this depends on your level of fandom,0
1,"occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao",8
1,"bright seems alternately amused and disgusted with this material , and he ca n't help throwing in a few of his own touches",7
1,"the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you are there closeness with the disorienting unreality of the seemingly broken down fourth wall of the movie screen",3
1,"andersson creates a world that 's at once surreal and disturbingly familiar absurd , yet tremendously sad",9
1,"it 's predictable , but it jumps through the expected hoops with style and even some depth",4
1,"often hilarious , well shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed",3
1,"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli",0
1,an inviting piece of film,0
1,"the film 's real appeal wo n't be to clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers",4
1,a deviant topical comedy which is funny from start to finish,4
1,a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society,1
1,"a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings it 's a worthwhile tutorial in quantum physics and slash dash",0
1,"as hugh grant says repeatedly throughout the movie , 'lovely ! brilliant ! '",9
1,"cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience her delivery and timing are flawless",9
1,"at its best , the good girl is a refreshingly adult take on adultery",8
1,an amazing and incendiary movie that dives straight into the rough waters of contradiction,8
1,about nowhere kids who appropriated turfs as they found them and become self made celebrity athletes a low down version of the american dream,1
1,"occasionally , in the course of reviewing art house obscurities and slam bam action flicks , a jaded critic smacks into something truly new",7
1,"a miniscule little bleep on the film radar , but one that many more people should check out",4
1,"desta vez , columbus capturou o pomo de ouro",9
1,"13 conversations holds its goodwill close , but is relatively slow to come to the point",0
1,"a slick , well oiled machine , exquisitely polished and upholstered",5
1,"do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life",4
1,it has a subtle way of getting under your skin and sticking with you long after it 's over,4
1,the movie stays afloat thanks to its hallucinatory production design,5
1,"it helps that the central performers are experienced actors , and that they know their roles so well",8
1,"a provocative movie about loss , anger , greed , jealousy , sickness and love",9
1,worth the effort to watch,3
1,that rara avis the intelligent romantic comedy with actual ideas on its mind,1
1,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue,8
1,full frontal is the antidote for soderbergh fans who think he 's gone too commercial since his two oscar nominated films in 2000,7
1,"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting",0
1,"a work of intricate elegance , literary lyricism and profound common sense",0
1,it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works,2
1,"thoughtful , provocative and entertaining",0
1,"witty , touching and well paced",7
1,"you have to pay attention to follow all the stories , but they 're each interesting the movie is well shot and very tragic , and one to ponder after the credits roll",8
1,enjoy it for what it is you can hate yourself later,2
1,a map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke,0
1,"ms sarcstica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos",5
1,a psychological thriller with a smart script and an obsessive compulsive 's attention to detail,5
1,often hilarious,3
1,"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light hearted comedy was his forte",5
1,"at times funny and at other times candidly revealing , it 's an intriguing look at two performers who put themselves out there because they love what they do",4
1,westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing,4
1,"harsh , effective documentary on life in the israeli occupied palestinian territories",7
1,"the film is all a little lit crit 101 , but it 's extremely well played and often very funny",0
1,"earns its laughs from stock redneck 'types' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing",0
1,"a real story about real people living their lives concerned about the future of an elderly , mentally handicapped family member",0
1,it 's absolutely spooky how lillard channels the shagster right down to the original casey kasem furnished voice,9
1,a dream cast of solid female talent who build a seamless ensemble there is n't a weak or careless performance amongst them,3
1,it 's a refreshing change from the self interest and paranoia that shape most american representations of castro,2
1,often moving and explores the discomfort inherent in the contacts between the american 'hosts' and their 'guests ',9
1,"though the controversial korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding",3
1,"lathan and diggs have considerable personal charm , and their screen rapport makes the old story seem new",5
1,"the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly",5
1,"it 's endearing to hear madame d refer to her husband as 'jackie' and he does make for excellent company , not least as a self conscious performer",1
1,the film often achieves a mesmerizing poetry,0
1,more than makes up for its mawkish posing by offering rousing spates of genuine feeling,5
1,it 's neither as romantic nor as thrilling as it should be but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds,5
1,"occasionally funny , always very colorful and enjoyably overblown in the traditional almodvar style",5
1,merchant effectively translates naipaul 's lively mix of characters from the page to screen,4
1,some movies are like a tasty hors d'oeuvre this one is a feast,1
1,"what could have become just another cautionary fable is allowed to play out as a clever , charming tale as pleasantly in its own way as its self dramatizing characters",2
1,davis has filled out his cast with appealing fresh faces,2
1,achieves a sort of filmic epiphany that revels in the true potential of the medium,7
1,once you get into its rhythm the movie becomes a heady experience,7
1,auto focus works as an unusual biopic and document of male swingers in the playboy era,8
1,"if mr zhang 's subject matter is , to some degree at least , quintessentially american , his approach to storytelling might be called iranian",0
1,a fast moving and remarkable film that appears destined to become a landmark in japanese animation,8
1,"a sour little movie at its core an exploration of the emptiness that underlay the relentless gaiety of the 1920 's the film 's ending has a what was it all for \? feeling to it , but like the 1920 's , the trip there is a great deal of fun",4
1,a worthy entry into a very difficult genre,8
1,broomfield uncovers a story powerful enough to leave the screen sizzling with intrigue,1
1,eight crazy nights is a showcase for sandler 's many talents,3
1,"a sweet natured reconsideration of one of san francisco 's most vital , if least widely recognized , creative fountainheads",3
1,"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's best in more than a decade",4
1,everywhere the camera looks there is something worth seeing,9
1,"it 's a nicely detailed world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests",4
1,"a charming , quirky and leisurely paced scottish comedy except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life",3
1,it never fails to engage us,4
1,"its direction , its script , and weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for",5
1,a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable,7
1,"this is the kind of movie that used to be right at home at the saturday matinee , and it still is",1
1,the spark of special anime magic here is unmistakable and hard to resist,0
1,"like its two predecessors , 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel gazing film ever",8
1,"baran is n't the most transporting or gripping film from iran or , indeed , by its director but it 's a worthy companion to the many fine , focused films emerging from that most surprising of nations",4
1,the visuals alone make metropolis worth seeing,0
1,"a picture that extols the virtues of comradeship and community in a spunky , spirited fashion",8
1,"a resonant tale of racism , revenge and retribution",7
1,noyce 's film is contemplative and mournfully reflective,3
1,"here , adrian lyne comes as close to profundity as he is likely to get",9
1,evokes a little of the fear that parents have for the possible futures of their children and the sometimes bad choices mothers and fathers make in the interests of doing them good,8
1,uno de los policiales ms interesantes de los ltimos tiempos,3
1,"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic",5
1,"this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under 12 audience is concerned",4
1,"droll caper comedy remake of big deal on madonna street that 's a sly , amusing , laugh filled little gem in which the ultimate bellini begins to look like a real kaputschnik",5
1,it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel,2
1,is it a total success \? no is it something any true film addict will want to check out \? you bet,3
1,dolgin and franco fashion a fascinating portrait of a vietnamese born youngster who eagerly and easily assimilated as an all american girl with a brand new name in southern tennessee,9
1,the disarming cornball atmosphere has a way of infecting the entire crowd as the film rolls on,9
1,a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film search it out,0
1,"engrossing and affecting , if ultimately not quite satisfying",3
1,"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions",9
1,"a sly game of cat and mouse that 's intense and thrilling at times , but occasionally stretches believability to its limits and relies on predictable plot contrivances",4
1,"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , a city where people still read",8
1,this horror comedy does n't go for the usual obvious laughs at the expense of cheap looking monsters unless you count elvira 's hooters,3
1,"the movie 's eventual success should be credited to dennis quaid , in fighting trim shape as an athlete as well as an actor",4
1,not a bad journey at all,1
1,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,7
1,"windtalkers blows this way and that , but there 's no mistaking the filmmaker in the tall grass , true to himself",5
1,"there is a refreshing absence of cynicism in stuart little 2 quite a rarity , even in the family film market eventually , it wins you over",7
1,like a south of the border melrose place,2
1,those with an interest in new or singular sorts of film experiences will find what time is it there \? well worth the time,8
1,a wildly funny prison caper,4
1,"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack",0
1,"despite what anyone believes about the goal of its makers , the show represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it",9
1,"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it",2
1,"the actors are so terrific at conveying their young angst , we do indeed feel for them",8
1,the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini mod madness of '60s spy movies,8
1,"it is a kickass , dense sci fi action thriller hybrid that delivers and then some i have n't seen one in so long , no wonder i did n't recognize it at first",2
1,a compelling portrait of moral emptiness,0
1,"in adobo , ethnicity is not just the spice , but at the heart of more universal concerns",1
1,"it is ridiculous , of course but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness",4
1,blade ii is more enjoyable than the original,7
1,a film that takes you inside the rhythms of its subject you experience it as you watch,7
1,the movie exists for its soccer action and its fine acting,9
1,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances,3
1,the film starts out as competent but unremarkable and gradually grows into something of considerable power,7
1,"nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex soaked riff on the cannibal genre",4
1,"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders",8
1,"finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original",9
1,"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history",3
1,this is art paying homage to art,2
1,"a joke at once flaky and resonant , lightweight and bizarrely original",0
1,invincible is a wonderful movie,4
1,"a cute and sometimes side splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role",5
1,"dazzling and sugar sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver",8
1,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going,3
1,japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date,9
1,"culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield",7
1,cuts right through the b s giving a big middle fingered shut up to those who talk up what is nothing more than two guys beating the hell outta one another,4
1,"marvelous , merry and , yes , melancholy film",2
1,"from spiritual rebirth to bruising defeat , vincent 's odyssey resonates in a profound way , comparable to the classic films of jean renoir",5
1,"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actors and a gritty , no budget approach",2
1,"insomnia is involving still , i thought it could have been more",1
1,there was time on that second round to see the subtleties of ramsay 's portrait of grief,4
1,"a comprehensive and provocative film one that pushes the boundaries of biography , and challenges its audience",2
1,the way coppola professes his love for movies both colorful pop junk and the classics that unequivocally qualify as art is giddily entertaining,0
1,a modest masterpiece,2
1,a worthwhile way to spend two hours,0
1,francophiles will snicker knowingly and you 'll want to slap them,5
1,"sensitive , insightful and beautifully rendered film one of the best of the year",0
1,"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats",3
1,"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another",8
1,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years",2
1,"a haunting vision , with images that seem more like disturbing hallucinations",1
1,"they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness and we do n't avert our eyes for a moment",8
1,it is not a mass market entertainment but an uncompromising attempt by one artist to think about another,0
1,"frailty is n't as gory or explicit but in its child centered , claustrophobic context , it can be just as frightening and disturbing even punishing",0
1,"mixes likeable personalities , inventive photography and cutting , and wall to wall toe tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun",8
1,the long range appeal of minority report should transcend any awards it bags this is one for the ages,0
1,"a superbly controlled , passionate adaptation of graham greene 's 1955 novel",3
1,much monkeyfun for all,5
1,an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st petersburg 's hermitage museum,8
1,"hawn 's character is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten",2
1,"the heightened symmetry of this new old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time",3
1,"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing",5
1,"it is far from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential feature a decent full on space battle",0
1,a film that is a portrait of grace in an imperfect world,7
1,a pleasurably jacked up piece of action moviemaking,5
1,"a perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy",7
1,"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",3
1,an enjoyably half wit remake of the venerable italian comedy big deal on madonna street,0
1,"it takes this never ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding",1
1,"reign of fire may be little more than another platter of reheated aliens , but it 's still pretty tasty",1
1,"there are times when a rumor of angels plays like an extended episode of touched by an angel a little too much dancing , a few too many weeping scenes but i liked its heart and its spirit",1
1,"two hours of melodramatic musical married to two hours of underdog sports intrigue , if the picture also shares the weaknesses of both genres , more 's the pity",1
1,"this cheery , down to earth film is warm with the cozy feeling of relaxing around old friends",7
1,"thrilling , provocative and darkly funny , this timely sci fi mystery works on so many different levels that it not only invites , it demands repeated viewings",5
1,a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul,2
1,an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood,0
1,genuinely touching because it 's realistic about all kinds of love,5
1,"lauren ambrose comes alive under the attention from two strangers in town with honest performances and realistic interaction between the characters , this is a coming of age story with a twist",1
1,there has been much puzzlement among critics about what the election symbolizes i believe the message is in the messenger the agent is a woman,3
1,"an enjoyable film for the family , amusing and cute for both adults and kids",2
1,the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year,7
1,"more honest about alzheimer 's disease , i think , than iris",9
1,the acting alone is worth the price of admission,1
1,"interacting eyeball to eyeball and toe to toe , hopkins and norton are a winning combination but fiennes steals 'red dragon' right from under their noses",1
1,"this is a terrific character study , a probe into the life of a complex man",4
1,impresses you with its open endedness and surprises,7
1,"this is n't a narrative film i do n't know if it 's possible to make a narrative film about september 11th , though i'm sure some will try but it 's as close as anyone has dared to come",5
